Singer,Name,Lyric,Category
A-Lin, 隨心所遇,掌心之間感受人生第一場雪夜脫落夜隨著櫻花最後一片我 有著一種 神奇叫新鮮陌生語言我學會微笑說謝謝 便利商店這杯咖啡 喝完之前你 如果出現 就有新章節讓你能發現我隨心所遇 天空海闊 讓我能遇見你走出原來世界 激活 隨心所遇 隨性的歌讓你能靠近我隨心所遇 從容不迫 讓我能愛上你讓如果有好的 結果隨心所遇 隨心的我不刻意 才是快樂隨心的我 隨性的歌安靜的街聽腳跟說它的疲倦  時光之間旅行就是我的寓言我 告別昨天 和自己冒險這是給自己的承諾舊的我並不想再重播讓你能發現我隨心所遇 天空海闊 讓我能遇見你走出原來世界 激活 隨心所遇 隨性的歌讓你能靠近我隨心所遇 從容不迫 讓我能愛上你讓如果有好的 結果隨心所遇 隨心的我不刻意 才是快樂隨心的我 隨性的歌 YEAH隨心所遇隨心的我隨性的歌,想法表達
A-Lin, 懂得,最近會有點忙  親愛的我想多虧你貼心的體諒自由自在飛翔  並非奢望心決定風向的晴朗有時候我在想  什麼力量讓愛放心的流浪像天上的風箏  自由卻不慌張有你就能夠返航夢還握在手上大雨後萌芽的土壤再疲憊都會等花盛開後的芬芳風穿過  黑夜的星光相逢久違的曙光  我的翅膀  有你陪我飛翔不管天空會有多大都不會迷航愛就是最溫暖的家更懂得  幸福的重量是我珍貴的行囊陪我到達 那夢想的天堂你懂得我的倔強  成全了天空寬廣溫柔的放我去翱翔讓我勇敢去闖  接近夢的遠方,想法表達
A-Lin,920,I Don't Know Why I Wanna Cry也許有這份愛在我心中竄動 Turning And Running有時候我不能表白不代表沒有愛永遠在我心中 Turning And Running 城市太浮誇 別想太複雜有時候我只想抱著他Every Time You Give Me Hug My BabeEvery Time I Give You Love My Babe 還好你有看見我的心不用夜裡一個人哭泣伸出雙手陪我走下去 張開耳朵聽聲音 心跳回應多清晰看見彩虹的美麗 我會永遠陪著你 不用去管People Say 不用再想有多累我們可以Fly Away 因為愛你 就愛你 I Don't Know Why I Wanna Cry也許有這份愛在我心中竄動 Turning And Running有時候我不能表白不代表沒有愛永遠在我心中 Turning And Running 要向左 要向右 放輕鬆 跟著我要向左 要向右 要勇敢 去築夢 要向左 要向右 放輕鬆 跟著我要向左 要向右 要勇敢 去築夢 城市太浮誇 別想太複雜有時候我只想抱著他Every Time You Give Me Hug My BabeEvery Time I Give You Love My Babe  還好你有看見我的心不用夜裡一個人哭泣伸出雙手陪我走下去 張開耳朵聽聲音 心跳回應多清晰看見彩虹的美麗 我會永遠陪著你 不用去管People Say 不用再想有多累我們可以Fly Away 因為愛你 就愛你 I Don't Know Why I Wanna Cry也許有這份愛在我心中竄動 Turning And Running有時候我不能表白不代表沒有愛永遠在我心中 Turning And Running我已經張開了翅膀 等你一起飛翔勇敢追逐夢想 我要自由不管別人怎麼想像 我就是不說謊I Know That You Know ItI Know How To Do I Don't Know Why I Wanna Cry也許有這份愛在我心中竄動 Turning And Running有時候我不能表白不代表沒有愛永遠在我心中 Turning And Running 要向左 要向右 放輕鬆 跟著我要向左 要向右 要勇敢 去築夢 要向左 要向右 放輕鬆 跟著我要向左 要向右 要勇敢 去築夢 I Don't Know Why I Wanna Cry也許有這份愛在我心中竄動 Turning And Running,愛情
A-Lin, #愛,愛就是動詞 心動的進行式咚吱咚吱 掉個不停愛是疑問句 到底你是不是你是驚喜 或空歡喜那麼可以嗎 是你的我都想加無論在哪 #字魔法短短一句話 用照片心中打卡都加你 可以嗎百百種 愛情造句 畫重點 重點就是你百百種 愛的樣子 百百種無法解釋愛呦 愛呦 #號是你愛呦 愛呦 關鍵是你愛是動詞 一直轉一直想咚吱咚吱響個不停愛是反問句 沒有你行不行明知故問 好有事那麼可以嗎 是你的我都想加無論在哪 #字魔法  短短一句話 用照片心中打卡都加你 可以嗎百百種 愛情造句 畫重點 重點就是你百百種 愛的樣子 百百種無法解釋愛呦 愛呦 #號是你愛呦 愛呦 關鍵是你#LOVE#LOVE 關鍵字全部都是你在這搜尋分享的時代裡沒被標記就退流行Instagram 或FB Twitter Wechat Whatsapp能及時表達我的心意迅速送到你平台裡 oh哎呦 哎呦 哎呦 關鍵字全是你哎呦 哎呦 哎呦 只想關注你哎呦 哎呦 哎呦 哎呦 一切都是關於你 你 你百百種 愛情造句 畫重點 重點就是你百百種 愛的秘密 百百種 無法解釋愛呦 愛呦 #號是你愛呦 愛呦 關鍵是你愛呦 愛呦 #號是你愛呦 愛呦 就決定是你,愛情
A-Lin, All In,沒有風 沒有夢 船無法遠行我只能 在霧裡 找翻雲覆雨愛上你 像困在孤島裡不愛你 我卻不如死去夢裡 我焚燒了我的羽翼Baby 我已斷去所有退路 化為灰燼如果夢境只到黎明升起Baby 我仍決定讓愛All in無限或零 你都全贏不能畏懼 不能放棄不能死心 不能自己除非愛情 已不愛情  末班車已駛離 我仍在這裡愛是權力 我不惜與世界為敵我愛你 深的不可思議你的心 是我應許之地夢裡我吟唱著 你的姓名Baby 我不接受 誰的審判 要我禁語如果夢境只是一種幻影Baby 我仍決定讓愛All in愛你是癮 (又)何必清醒何必清醒 又何必清醒 怎麼清醒,愛情
A-Lin, Don't Break My Heart,也許是我不懂的事太多也許是我的錯也許一切已是慢慢的錯過也許不必再說 從未想過你我會這樣結束心中沒有把握 只是記得你我彼此的承諾一次次的衝動 Don't break my heart再次溫柔不願看到你那保持的沉默獨自等待默默承受喜悅總是出現在我夢中 也許是我不懂的事太多也許是我的錯也許一切已是慢慢的錯過也許不必再說 從未想過你我會這樣結束心境如此難過總是記得你我彼此的承諾一次次的衝動   Don't break my heart再次溫柔不願看到你那保持的沉默獨自等待默默承受喜悅總是出現在我夢中 你所擁有的是你的身體誘人的美麗 誘人的美麗 我所擁有的是我的記憶美妙的感覺 Don't break my heart再次溫柔不願看到你那保持的沉默 獨自等待默默承受喜悅總是出現在我夢中Don't break my heart再次溫柔不願看到你那保持的沉默獨自等待默默承受喜悅總是出現在我夢中,愛情
A-Lin, Love will live forever,我們之間沒有距離連想法都這麼貼近心跳快蓋住了呼吸是你讓我毫不猶豫就算會有冰天雪地也要一起留下腳印靠在你的胸前聽你的心 愛藏在這裡我需要你給我勇氣 帶領著我一起飛行有你世界才有意義 BE MY LOVE OH YEAH~沒有人能夠代替你 就像遠方的星星多ShiningLove will live forever直到永遠都寸步不離  沒有你的生命沒有道理我不會輕易放棄這一段愛情我要你在這裡 陪著我看所有的風景我需要你給我勇氣 帶領著我一起飛行有你世界才有意義 BE MY LOVE OH YEAH~沒有人能夠代替你 就像遠方的星星多ShiningLove will live forever只跟你一起 就直到永久,愛情
A-Lin, Magic of Love,快過來加持我 關於愛情的勇氣因為你每句話 都能左右我的心是不是每個人愛上了 都會看不清我會不會 我對不對 我們可以不可以我聽見久違的一種聲音 在我胸口敲個不停其實明明想坦率面對你 每當我見到你 為何閃躲你的眼睛因為喜歡你那麼喜歡你 這戀愛的魔力讓我也變得不知所措一點都不淡定想溫柔的靠近你 卻忐忑不已 我慌了 亂了 傻得忘了呼吸還不擁抱我 嘿 ~ yeah~ ~ 你都不懂我的心有時候愛也會讓人退化得很徹底不然為何看著你 我就變得不聰明那句話想不出該怎樣能告訴你會不會 會不會 你全都看在眼裡  不管擁有過多少曾經 在戀愛一樣失去冷靜沒有一個標準答案可以 讓我的天空都放晴 讓我愛得更容易因為喜歡你那麼喜歡你 這戀愛的魔力讓我也變得不知所措一點都不淡定有快樂有著急 酸楚又甜蜜 這戀愛的魔力讓這種痛苦也很幸福 像美麗的邀請想溫柔的靠近你 卻忐忑不已 我慌了 亂了 傻得忘了呼吸還不擁抱我 施展更多的魔力 我的不堪一擊 都是因為我付出了我的心快過來加持我 關於愛情的勇氣因為你每句話 都能左右我的心既然愛這一次神奇的改變了自己總有一天 會有一天 會讓我們在一起,愛情
A-Lin, P.S.我愛你,我想要成為你的眼把最美的風景 收進你的心中我想要成為你的手好讓我 從現在到以後佔有你溫柔 一刻不放過恨不得把明天沒收讓你永遠不會變動專注的愛著我我愛你沒有保留我愛你就到最後有些人值得等候有些悲傷值得忍受我愛你不是衝動生命盡頭 反正一場空只要你記得 我們那麼愛過我要替你收集笑容怕未來 快樂變得貴重要是少了我 你有多寂寞恨不得把明天沒收讓你永遠不會變動  專注的愛著我我愛你沒有保留我愛你就到最後有些人值得等候有些悲傷值得忍受我愛你不是衝動生命盡頭 反正一場空只要你記得 我們那麼愛過太陽不會放棄天空哪怕你不再屬於我我會在不同的窗口 給你擁抱 oh我愛你沒有保留我愛你就到最後有些人值得等候有些悲傷值得忍受我愛你不是衝動生命盡頭 反正一場空只要你記得 我們那麼愛過我忘不掉 你第一次吻我 oh,愛情
A-Lin, Woman in Love,你左右我   喜怒哀愁曾經炙熱的愛火卻在時間裡消磨距離讓我們  寂寞愛讓我瘋   也讓我痛猜忌已悄悄煽動撕扯緊握的雙手你是否一樣 感受我們一起掉進了漩渦彼此纏繞找不到出口給了承諾之後還能不能    擁抱自由  是你讓我愛得更成熟怎麼讓我愛得也愧疚回想愛的初衷當選擇你   必能承受I'm Lonely.  I'm Still Lonely TonightBaby 請別說GoodbyeI'm Crazy.  I'm Still Crazy TonightAnd I我所愛著的  深愛著的我著迷的我執著的  我沉溺的我選擇的  是我選擇的,愛情
A-Lin, 一不愛二不休,天大的謊言 一直不斷的上演你曾經給的承諾 有幾個真的實現太多次的考驗 讓人整個無言到如今 我不要 我不肯 我不能我不願 再聽你狡辯不必多說 只要一句愛或不愛我不想聽 曖昧閃爍的對白不要試探 不要再那麼不知好歹一不愛二不休才痛快不必多問 只要一句愛或不愛我不想再 漫無止境的等待如果你再繼續搖擺我寧願不要你的愛天大的謊言 一直不斷的上演你曾經給的承諾 有幾個真的實現太多次的考驗 讓人整個無言到如今 我不要 我不肯 我不能我不願 再聽你狡辯不必多說 只要一句愛或不愛我不想聽 曖昧閃爍的對白不要試探 不要再那麼不知好歹一不愛二不休才痛快不必多問 只要一句愛或不愛我不想再 漫無止境的等待  如果你再繼續搖擺我寧願不要你的愛不能永遠愛我 就還我自由別說還能夠當朋友一不愛二不休 我不要 模稜兩可不必多說 只要一句愛或不愛我不想聽 曖昧閃爍的對白不要試探 不要再那麼不知好歹一不愛二不休才痛快不必多問 只要一句愛或不愛我不想再 漫無止境的等待如果你再繼續搖擺我寧願不要你的愛不必多說 只要一句愛或不愛我不想聽 曖昧閃爍的對白不要試探 不要再那麼不知好歹一不愛二不休才痛快不必多問 只要一句愛或不愛我不想再 漫無止境的等待如果你再繼續搖擺我寧願不要你的愛我寧願不要你的愛,愛情
A-Lin, 一無所有時的愛情,那場時光好慢慢到兩個人沒能察覺心酸曾一無所有只有你慷慨的溫柔終究熱情消散把痛和美滿擺進天平兩端我們最後成就是擁有共同的朋友就算時間開始吝嗇也未發現你坦誠的想自由直到你放開手才懂愛怎會圓滿恕難從容我早就習慣願望落空當流星劃過墜落  剩我安慰我多想要回到一無所有用力地美好從不保留在某個路口承諾過的永久一不小心就失蹤有話直說何必搪塞愛到累了就坦誠說想自由這結局本沒有一種愛從此圓滿留給時空別計較孤單有何不同當流星劃過墜落我還擁有我多想要回到一無所有用力地美好從不保留在某個路口承諾過的永久成為珍藏的感動,愛情
A-Lin, 一瞬之光,想 再為你仰著頭放聲唱站 在仲夏星空的沙灘上在 追逐理想忐忑的道路上就算眼眶有淚也因你變力量當 聚光燈投在我的身上我 閉上眼當你在我身旁曾 困惑過我的心事和感想這一瞬都成了可以分享的光就算是微小一首歌的力量只有愛你的人有一瞬之光穿越時空也蔓延滲透人群的心房謝謝你願意傾聽我歌唱  時光交換許多微笑的淚光每一分一秒都是感動的對望是你點燃了我 來自靈魂的光亮我們沿著愛 交會一瞬之光就算是一首歌的力量只有愛你的人有一瞬之光穿越時空也蔓延滲透人群的心房謝謝你願意傾聽我歌唱時光交換微笑的淚光每一分一秒都是感動的對望不管明天 有何為難只有愛是 一瞬之光,愛情
A-Lin, 千尋,多少回憶 伏筆為你化作紋理 刻在掌心百轉千回 多少顛沛流離才讓思念 擁抱背影用至死不渝 寫下耳語以天地為名 守護一顆心如果愛最後 化為灰燼換我 做你眼裡的 光影我願意 在千萬個朝夕裡尋覓等光陰 重逢在你眼裡用一生 交換 一秒的相遇能成全 就不可惜我願意 在千萬個往昔裡沉溺等淚滴 暈開笑意  要有多幸運 才能允許永遠受困 你心底用至死不渝 寫下耳語以天地為名 守護一顆心如果愛最後 化為灰燼換我 做你眼裡的 光影我願意 在千萬個朝夕裡尋覓等光陰 重逢在你眼裡用一生 交換 一秒的相遇能成全 就不可惜我願意 在千萬個往昔裡沉溺等淚滴 暈開笑意要有多幸運 才能允許永遠受困 你心底為你追尋 千萬里,愛情
